ticker,last_date_x,model_date,close,proba_up,calibrated,calibration_method,threshold,trend_ok,signal,stop_loss,take_profit,atr,rsi,avg_volume_20,sector,industry,rr,breakout_ok,vol_spike,pullback_ok,mtf_trend_ok,atr_close_ratio,gap_ok,regime_ok,recommended_product,recommended_reason,cagr,max_dd,winrate,n_days,n_trades,last_date_y
ULTRACEMCO.NS,2025-09-12,2025-09-12,12370.0,0.296,False,,0.63,True,HOLD,,,196.139,42.482,231966,Basic Materials,Building Materials,,False,False,False,True,0.0159,True,True,,,0.0,0.0,0.0,1225,0,2025-09-12
CANFINHOME.NS,2025-09-12,2025-09-12,746.35,0.712,False,,0.61,False,HOLD,,,17.298,47.204,166111,Financial Services,Mortgage Finance,,False,False,False,True,0.0232,True,True,,,0.0,0.0,0.0,1225,0,2025-09-12
RELIANCE.NS,2025-09-12,2025-09-12,1395.0,0.236,False,,0.6,False,SELL,1414.98,1365.03,19.982,52.265,9653998,Energy,Oil & Gas Refining & Marketing,1.5,False,False,False,True,0.0143,True,True,,,0.0,0.0,0.0,1225,0,2025-09-12
TATACOMM.NS,2025-09-12,2025-09-12,1614.0,0.758,False,,0.48,False,HOLD,,,37.858,51.588,579856,Communication Services,Telecom Services,,False,False,False,False,0.0235,True,True,,,0.0,0.0,0.0,1225,0,2025-09-12
AIAENG.NS,2025-09-12,2025-09-12,3087.9,0.62,False,,0.64,False,HOLD,,,63.079,48.486,56663,Industrials,Specialty Industrial Machinery,,False,True,False,False,0.0204,True,True,,,0.0,0.0,0.0,1225,0,2025-09-12
AFFLE.NS,2025-09-12,2025-09-12,2075.9,0.095,False,,0.69,True,HOLD,,,59.02,65.916,346678,Communication Services,Advertising Agencies,,False,True,False,True,0.0284,True,True,,,0.0,0.0,0.0,1225,0,2025-09-12
BRITANNIA.NS,2025-09-12,2025-09-12,6247.0,0.242,False,,0.47,True,HOLD,,,134.937,71.989,423105,Consumer Defensive,Packaged Foods,,False,False,False,True,0.0216,True,True,,,0.0,0.0,0.0,1225,0,2025-09-12
TATAMOTORS.NS,2025-09-12,2025-09-12,715.25,0.593,False,,0.49,True,HOLD,700.86,736.84,14.39,61.776,9299363,Consumer Cyclical,Auto Manufacturers,1.5,False,False,False,False,0.0201,True,True,,,0.0,0.0,0.0,1225,0,2025-09-12
NMDC.NS,2025-09-12,2025-09-12,76.47,0.276,False,,0.6,True,HOLD,,,1.525,69.05,19945334,Basic Materials,Steel,,False,True,False,True,0.0199,True,True,,,0.0,0.0,0.0,1225,0,2025-09-12
TECHM.NS,2025-09-12,2025-09-12,1525.5,0.315,False,,0.7,False,SELL,1554.59,1481.87,29.089,54.596,1383426,Technology,Information Technology Services,1.5,False,False,False,False,0.0191,True,True,,,0.0,0.0,0.0,1225,0,2025-09-12
GLAND.NS,2025-09-12,2025-09-12,2021.2,0.496,False,,0.47,True,BUY,1965.34,2104.99,55.862,66.513,172488,Healthcare,Drug Manufacturers - Specialty & Generic,1.5,True,True,False,True,0.0276,True,True,MIS,"low confidence, breakout+vol → CNC",0.0,0.0,0.0,1177,0,2025-09-12
TATACONSUM.NS,2025-09-12,2025-09-12,1103.9,0.338,False,,0.49,True,HOLD,,,20.766,58.804,949846,Consumer Defensive,Packaged Foods,,False,False,False,True,0.0188,True,True,,,0.0,0.0,0.0,1225,0,2025-09-12
PVRINOX.NS,2025-09-12,2025-09-12,1120.8,0.736,False,,0.67,True,BUY,1087.5,1170.75,33.302,56.09,426740,Communication Services,Entertainment,1.5,False,False,True,True,0.0297,True,True,MIS,"conf 0.735529230855339≥0.7, pullback → MIS",0.0,0.0,0.0,670,0,2025-09-12
BAJAJFINSV.NS,2025-09-12,2025-09-12,2081.5,0.096,False,,0.69,True,HOLD,,,32.188,71.784,1094657,Financial Services,Financial Conglomerates,,True,True,False,True,0.0155,True,True,,,0.0,0.0,0.0,1225,0,2025-09-12
