ticker,feature,psi
LT.NS,ema_50,37.2473
LT.NS,ema_200,37.2473
LT.NS,ret_1,0.0491
LT.NS,ret_5,0.0596
LT.NS,ret_10,0.0517
BSE.NS,rsi,0.3024
BSE.NS,atr,19.849
BSE.NS,ema_20,22.9805
BSE.NS,ema_50,22.9612
BSE.NS,ema_200,23.5198
BSE.NS,ret_1,0.1192
BSE.NS,ret_5,0.1742
BSE.NS,ret_10,0.1719
LUPIN.NS,rsi,0.9236
LUPIN.NS,atr,8.7756
LUPIN.NS,ema_20,12.472
LUPIN.NS,ema_50,12.2923
LUPIN.NS,ema_200,12.0922
LUPIN.NS,ret_1,0.0302
LUPIN.NS,ret_5,0.1359
LUPIN.NS,ret_10,0.2427
TIINDIA.NS,rsi,0.2381
TIINDIA.NS,atr,12.7298
TIINDIA.NS,ema_20,29.8062
TIINDIA.NS,ema_50,29.8419
TIINDIA.NS,ema_200,37.2473
TIINDIA.NS,ret_1,0.0186
TIINDIA.NS,ret_5,0.0652
TIINDIA.NS,ret_10,0.1219
POWERGRID.NS,rsi,0.0588
POWERGRID.NS,atr,12.1009
POWERGRID.NS,ema_20,30.1872
POWERGRID.NS,ema_50,30.1413
POWERGRID.NS,ema_200,37.2473
POWERGRID.NS,ret_1,0.0316
POWERGRID.NS,ret_5,0.0411
POWERGRID.NS,ret_10,0.0465
PETRONET.NS,rsi,0.0371
PETRONET.NS,atr,4.8488
PETRONET.NS,ema_20,12.3027
PETRONET.NS,ema_50,12.2728
PETRONET.NS,ema_200,10.4688
PETRONET.NS,ret_1,0.0406
PETRONET.NS,ret_5,0.0489
PETRONET.NS,ret_10,0.0756
MAXHEALTH.NS,rsi,0.0956
MAXHEALTH.NS,atr,23.2043
MAXHEALTH.NS,ema_20,31.1995
MAXHEALTH.NS,ema_50,37.2473
MAXHEALTH.NS,ema_200,37.2473
MAXHEALTH.NS,ret_1,0.0415
MAXHEALTH.NS,ret_5,0.0526
MAXHEALTH.NS,ret_10,0.0246
CROMPTON.NS,rsi,0.0864
CROMPTON.NS,atr,8.7957
CROMPTON.NS,ema_20,1.1599
CROMPTON.NS,ema_50,1.488
CROMPTON.NS,ema_200,4.7799
CROMPTON.NS,ret_1,0.0561
CROMPTON.NS,ret_5,0.1
CROMPTON.NS,ret_10,0.0401
JSWSTEEL.NS,rsi,0.0525
JSWSTEEL.NS,atr,0.2093
JSWSTEEL.NS,ema_20,23.331
JSWSTEEL.NS,ema_50,26.6772
JSWSTEEL.NS,ema_200,30.238
JSWSTEEL.NS,ret_1,0.1324
JSWSTEEL.NS,ret_5,0.1339
JSWSTEEL.NS,ret_10,0.2033
NAVINFLUOR.NS,rsi,0.1385
NAVINFLUOR.NS,atr,0.89
NAVINFLUOR.NS,ema_20,5.1995
NAVINFLUOR.NS,ema_50,8.1242
NAVINFLUOR.NS,ema_200,11.7369
NAVINFLUOR.NS,ret_1,0.0874
NAVINFLUOR.NS,ret_5,0.1191
NAVINFLUOR.NS,ret_10,0.1038
LTIM.NS,rsi,0.0811
LTIM.NS,atr,4.2716
LTIM.NS,ema_20,8.6563
LTIM.NS,ema_50,9.2638
LTIM.NS,ema_200,8.2715
LTIM.NS,ret_1,0.1801
LTIM.NS,ret_5,0.1676
LTIM.NS,ret_10,0.1545
GOKEX.NS,rsi,0.1259
GOKEX.NS,atr,12.9742
GOKEX.NS,ema_20,26.48
GOKEX.NS,ema_50,26.6234
GOKEX.NS,ema_200,30.7232
GOKEX.NS,ret_1,0.1188
GOKEX.NS,ret_5,0.0556
GOKEX.NS,ret_10,0.0596
LODHA.NS,rsi,0.0582
LODHA.NS,atr,19.7194
LODHA.NS,ema_20,30.441
LODHA.NS,ema_50,30.2734
LODHA.NS,ema_200,30.6789
LODHA.NS,ret_1,0.0476
LODHA.NS,ret_5,0.0408
LODHA.NS,ret_10,0.0328
NEWGEN.NS,rsi,0.1287
NEWGEN.NS,atr,19.7031
NEWGEN.NS,ema_20,26.5901
NEWGEN.NS,ema_50,26.4414
NEWGEN.NS,ema_200,22.8005
NEWGEN.NS,ret_1,0.0569
NEWGEN.NS,ret_5,0.1349
NEWGEN.NS,ret_10,0.1681
IDEA.NS,rsi,0.1572
IDEA.NS,atr,0.2328
IDEA.NS,ema_20,2.1965
IDEA.NS,ema_50,5.5996
IDEA.NS,ema_200,8.8178
IDEA.NS,ret_1,0.1841
IDEA.NS,ret_5,0.028
IDEA.NS,ret_10,0.0344
HCLTECH.NS,rsi,0.2447
HCLTECH.NS,atr,1.284
HCLTECH.NS,ema_20,19.668
HCLTECH.NS,ema_50,22.9384
HCLTECH.NS,ema_200,22.9161
HCLTECH.NS,ret_1,0.0407
HCLTECH.NS,ret_5,0.015
HCLTECH.NS,ret_10,0.0624
GRASIM.NS,rsi,0.3379
GRASIM.NS,atr,1.9648
GRASIM.NS,ema_20,23.0953
GRASIM.NS,ema_50,23.0657
GRASIM.NS,ema_200,30.0276
GRASIM.NS,ret_1,0.0624
GRASIM.NS,ret_5,0.1231
GRASIM.NS,ret_10,0.267
TECHM.NS,rsi,0.1027
TECHM.NS,atr,0.2721
TECHM.NS,ema_20,8.4482
TECHM.NS,ema_50,8.3632
TECHM.NS,ema_200,8.47
TECHM.NS,ret_1,0.0724
TECHM.NS,ret_5,0.0627
TECHM.NS,ret_10,0.0306
PERSISTENT.NS,rsi,0.0345
PERSISTENT.NS,atr,15.9218
PERSISTENT.NS,ema_20,30.0444
PERSISTENT.NS,ema_50,30.5119
PERSISTENT.NS,ema_200,37.2473
PERSISTENT.NS,ret_1,0.0764
PERSISTENT.NS,ret_5,0.0852
PERSISTENT.NS,ret_10,0.1459
MUTHOOTFIN.NS,rsi,0.6045
MUTHOOTFIN.NS,atr,4.9783
MUTHOOTFIN.NS,ema_20,8.9846
MUTHOOTFIN.NS,ema_50,8.7105
MUTHOOTFIN.NS,ema_200,8.2215
MUTHOOTFIN.NS,ret_1,0.055
MUTHOOTFIN.NS,ret_5,0.1098
MUTHOOTFIN.NS,ret_10,0.2543
CONCOR.NS,rsi,0.0942
CONCOR.NS,atr,1.368
CONCOR.NS,ema_20,8.0986
CONCOR.NS,ema_50,11.6682
CONCOR.NS,ema_200,16.4064
CONCOR.NS,ret_1,0.0302
CONCOR.NS,ret_5,0.0496
CONCOR.NS,ret_10,0.0774
BAJAJFINSV.NS,rsi,0.181
BAJAJFINSV.NS,atr,0.2521
BAJAJFINSV.NS,ema_20,8.405
BAJAJFINSV.NS,ema_50,11.3692
BAJAJFINSV.NS,ema_200,18.893
BAJAJFINSV.NS,ret_1,0.139
BAJAJFINSV.NS,ret_5,0.2087
BAJAJFINSV.NS,ret_10,0.3132
AXISBANK.NS,rsi,0.1063
AXISBANK.NS,atr,0.4125
AXISBANK.NS,ema_20,29.8887
AXISBANK.NS,ema_50,29.8711
AXISBANK.NS,ema_200,37.2473
AXISBANK.NS,ret_1,0.1412
AXISBANK.NS,ret_5,0.1957
AXISBANK.NS,ret_10,0.2841
TORNTPHARM.NS,rsi,0.529
TORNTPHARM.NS,atr,12.1725
TORNTPHARM.NS,ema_20,26.7943
TORNTPHARM.NS,ema_50,26.7453
TORNTPHARM.NS,ema_200,30.212
TORNTPHARM.NS,ret_1,0.0326
TORNTPHARM.NS,ret_5,0.0637
TORNTPHARM.NS,ret_10,0.0965
PGEL.NS,rsi,0.0914
PGEL.NS,atr,23.6009
PGEL.NS,ema_20,30.9575
PGEL.NS,ema_50,37.2473
PGEL.NS,ema_200,37.2473
PGEL.NS,ret_1,0.0911
PGEL.NS,ret_5,0.0685
PGEL.NS,ret_10,0.1197
SBICARD.NS,rsi,0.0568
SBICARD.NS,atr,5.4802
SBICARD.NS,ema_20,8.2613
SBICARD.NS,ema_50,11.9191
SBICARD.NS,ema_200,26.6332
SBICARD.NS,ret_1,0.1667
SBICARD.NS,ret_5,0.1475
SBICARD.NS,ret_10,0.1079
SUNPHARMA.NS,rsi,0.2175
SUNPHARMA.NS,atr,11.8723
SUNPHARMA.NS,ema_20,29.8143
SUNPHARMA.NS,ema_50,29.8143
SUNPHARMA.NS,ema_200,37.2473
SUNPHARMA.NS,ret_1,0.0805
SUNPHARMA.NS,ret_5,0.034
SUNPHARMA.NS,ret_10,0.0969
PIIND.NS,rsi,0.0843
PIIND.NS,atr,0.1003
PIIND.NS,ema_20,23.2195
PIIND.NS,ema_50,26.4972
PIIND.NS,ema_200,29.9819
PIIND.NS,ret_1,0.1571
PIIND.NS,ret_5,0.0869
PIIND.NS,ret_10,0.0755
ARVIND.NS,rsi,0.0629
ARVIND.NS,atr,16.042
ARVIND.NS,ema_20,19.8571
ARVIND.NS,ema_50,19.694
ARVIND.NS,ema_200,22.8386
ARVIND.NS,ret_1,0.0181
ARVIND.NS,ret_5,0.0824
ARVIND.NS,ret_10,0.1731
RELIANCE.NS,rsi,0.1544
RELIANCE.NS,atr,0.3743
RELIANCE.NS,ema_20,16.0191
RELIANCE.NS,ema_50,19.4572
RELIANCE.NS,ema_200,26.4806
RELIANCE.NS,ret_1,0.1091
RELIANCE.NS,ret_5,0.1552
RELIANCE.NS,ret_10,0.1407
TATAPOWER.NS,rsi,0.0881
TATAPOWER.NS,atr,1.3431
TATAPOWER.NS,ema_20,19.4759
TATAPOWER.NS,ema_50,19.8386
TATAPOWER.NS,ema_200,26.3934
TATAPOWER.NS,ret_1,0.0908
TATAPOWER.NS,ret_5,0.0418
TATAPOWER.NS,ret_10,0.1522
KOTAKBANK.NS,rsi,0.0333
KOTAKBANK.NS,atr,1.7528
KOTAKBANK.NS,ema_20,0.3334
KOTAKBANK.NS,ema_50,0.7043
KOTAKBANK.NS,ema_200,9.0836
KOTAKBANK.NS,ret_1,0.1502
KOTAKBANK.NS,ret_5,0.0883
KOTAKBANK.NS,ret_10,0.172
NYKAA.NS,rsi,0.5121
NYKAA.NS,atr,5.1415
NYKAA.NS,ema_20,10.0612
NYKAA.NS,ema_50,12.6599
NYKAA.NS,ema_200,12.0584
NYKAA.NS,ret_1,0.1005
NYKAA.NS,ret_5,0.2511
NYKAA.NS,ret_10,0.36
