ticker,last_date_x,model_date,close,proba_up,calibrated,calibration_method,threshold,trend_ok,signal,stop_loss,take_profit,atr,rsi,avg_volume_20,sector,industry,rr,breakout_ok,vol_spike,pullback_ok,mtf_trend_ok,atr_close_ratio,gap_ok,regime_ok,recommended_product,recommended_reason,cagr,max_dd,winrate,n_days,n_trades,last_date_y
GLAND.NS,2025-09-12,2025-09-12,2021.2,0.533,True,isotonic,0.65,True,HOLD,,,55.862,66.513,172488,Healthcare,Drug Manufacturers - Specialty & Generic,,True,True,False,True,0.0276,True,True,,,0.0,0.0,0.0,1178,0,2025-09-12
AUROPHARMA.NS,2025-09-12,2025-09-12,1094.4,0.593,True,isotonic,0.68,False,HOLD,,,26.645,58.77,1518416,Healthcare,Drug Manufacturers - Specialty & Generic,,False,False,False,False,0.0243,True,True,,,0.0,0.0,0.0,1226,0,2025-09-12
ITC.NS,2025-09-12,2025-09-12,413.75,0.5,True,isotonic,0.55,False,HOLD,,,5.604,54.573,14284125,Consumer Defensive,Tobacco,,False,False,False,False,0.0135,True,True,,,0.0,0.0,0.0,1239,0,2025-09-12
DEEPAKNTR.NS,2025-09-12,2025-09-12,1749.6,0.478,True,isotonic,0.65,False,HOLD,,,33.841,33.734,200858,Basic Materials,Chemicals,,False,False,False,False,0.0193,True,True,,,0.0,0.0,0.0,1226,0,2025-09-12
PVRINOX.NS,2025-09-12,2025-09-12,1120.8,0.375,True,isotonic,0.53,True,HOLD,,,33.302,56.09,426740,Communication Services,Entertainment,,False,False,True,True,0.0297,True,True,,,0.0,0.0,0.0,671,0,2025-09-12
AXISBANK.NS,2025-09-12,2025-09-12,1105.3,0.456,True,isotonic,0.55,False,HOLD,,,16.163,64.795,5029264,Financial Services,Banks - Regional,,True,False,False,False,0.0146,True,True,,,2.11,-9.55,19.67,1239,61,2025-09-12
TITAN.NS,2025-09-12,2025-09-12,3571.9,0.5,True,isotonic,0.55,True,HOLD,,,53.551,47.973,592826,Consumer Cyclical,Luxury Goods,,False,False,False,True,0.015,True,True,,,-0.1,-14.35,24.0,1239,50,2025-09-12
AFFLE.NS,2025-09-12,2025-09-12,2075.9,0.506,True,isotonic,0.53,True,HOLD,,,59.02,65.916,346678,Communication Services,Advertising Agencies,,False,True,False,True,0.0284,True,True,,,0.0,0.0,0.0,1226,0,2025-09-12
UPL.NS,2025-09-12,2025-09-12,693.1,0.892,True,isotonic,0.55,True,HOLD,674.73,720.65,18.369,45.183,2228298,Basic Materials,Agricultural Inputs,1.5,False,False,False,True,0.0265,True,True,,,0.85,-12.14,23.64,1239,55,2025-09-12
GOKEX.NS,2025-09-12,2025-09-12,764.95,0.705,True,isotonic,0.69,False,HOLD,,,31.461,51.333,545749,Consumer Cyclical,Apparel Manufacturing,,False,False,False,False,0.0411,True,True,,,0.0,0.0,0.0,1226,0,2025-09-12
PNB.NS,2025-09-12,2025-09-12,107.31,0.49,True,isotonic,0.55,False,HOLD,,,1.828,58.077,8921096,Financial Services,Banks - Regional,,False,False,False,True,0.017,True,True,,,0.0,0.0,0.0,1239,0,2025-09-12
VOLTAS.NS,2025-09-12,2025-09-12,1403.6,0.484,True,isotonic,0.6,True,HOLD,,,34.016,56.637,1205294,Consumer Cyclical,"Furnishings, Fixtures & Appliances",,False,False,False,True,0.0242,True,True,,,0.0,0.0,0.0,1226,0,2025-09-12
ASHOKLEY.NS,2025-09-12,2025-09-12,134.09,0.551,True,isotonic,0.64,True,HOLD,,,3.539,59.945,19333070,Industrials,Farm & Heavy Construction Machinery,,False,False,False,True,0.0264,True,True,,,0.0,0.0,0.0,1226,0,2025-09-12
GRASIM.NS,2025-09-12,2025-09-12,2802.0,0.446,True,isotonic,0.55,True,HOLD,,,45.629,52.596,552403,Basic Materials,Building Materials,,False,False,True,True,0.0163,True,True,,,1.58,-12.54,24.26,1239,68,2025-09-12
CIPLA.NS,2025-09-12,2025-09-12,1574.6,0.633,True,isotonic,0.55,True,HOLD,1550.22,1611.17,24.382,55.888,1090199,Healthcare,Drug Manufacturers - Specialty & Generic,1.5,False,False,False,True,0.0155,True,True,,,0.0,0.0,0.0,1239,0,2025-09-12
LUPIN.NS,2025-09-12,2025-09-12,2043.4,0.561,True,isotonic,0.47,True,HOLD,2002.71,2104.44,40.692,67.824,625721,Healthcare,Drug Manufacturers - Specialty & Generic,1.5,True,True,False,False,0.0199,True,True,,,0.0,0.0,0.0,1226,0,2025-09-12
RELIANCE.NS,2025-09-12,2025-09-12,1395.0,0.533,True,isotonic,0.55,False,HOLD,,,19.982,52.265,9653998,Energy,Oil & Gas Refining & Marketing,,False,False,False,True,0.0143,True,True,,,2.38,-7.4,23.96,1239,48,2025-09-12
BANKBARODA.NS,2025-09-12,2025-09-12,237.48,0.493,True,isotonic,0.55,False,HOLD,,,4.118,48.769,6111762,Financial Services,Banks - Regional,,False,False,False,True,0.0173,True,True,,,0.0,0.0,0.0,1239,0,2025-09-12
ULTRACEMCO.NS,2025-09-12,2025-09-12,12370.0,0.545,True,isotonic,0.55,True,HOLD,,,196.139,42.482,231966,Basic Materials,Building Materials,,False,False,False,True,0.0159,True,True,,,0.0,0.0,0.0,1239,0,2025-09-12
YESBANK.NS,2025-09-12,2025-09-12,20.86,0.446,True,isotonic,0.7,True,HOLD,,,0.429,66.967,93658292,Financial Services,Banks - Regional,,False,False,False,True,0.0206,True,True,,,0.0,0.0,0.0,1226,0,2025-09-12
SBIN.NS,2025-09-12,2025-09-12,823.55,0.238,True,isotonic,0.55,True,HOLD,,,8.857,60.615,5311675,Financial Services,Banks - Regional,,False,False,False,True,0.0108,True,True,,,0.0,0.0,0.0,1239,0,2025-09-12
PGEL.BO,2025-09-12,2025-09-12,570.05,0.626,True,isotonic,0.61,False,HOLD,,,27.692,43.229,559846,Technology,Electronic Components,,False,False,False,False,0.0486,True,True,,,0.0,0.0,0.0,1222,0,2025-09-12
COFORGE.NS,2025-09-12,2025-09-12,1764.0,0.698,True,isotonic,0.45,False,HOLD,,,46.508,55.775,1414442,Technology,Information Technology Services,,False,False,False,True,0.0264,True,True,,,0.0,0.0,0.0,1226,0,2025-09-12
SBICARD.NS,2025-09-12,2025-09-12,856.15,0.654,True,isotonic,0.46,False,HOLD,,,18.655,64.462,773143,Financial Services,Credit Services,,False,False,False,False,0.0218,True,True,,,0.0,0.0,0.0,1226,0,2025-09-12
NESTLEIND.NS,2025-09-12,2025-09-12,1217.6,0.526,True,isotonic,0.55,True,HOLD,,,22.906,61.77,1448591,Consumer Defensive,Packaged Foods,,False,False,False,True,0.0188,True,True,,,-2.64,-17.69,27.36,1239,53,2025-09-12
M&M.NS,2025-09-12,2025-09-12,3589.9,0.429,True,isotonic,0.55,True,HOLD,,,87.047,63.39,2864613,Consumer Cyclical,Auto Manufacturers,,False,False,False,True,0.0242,True,True,,,-2.67,-31.38,18.56,1239,97,2025-09-12
COALINDIA.NS,2025-09-12,2025-09-12,394.35,0.448,True,isotonic,0.55,True,HOLD,,,5.552,62.462,4686412,Energy,Thermal Coal,,False,False,False,False,0.0141,True,True,,,0.0,0.0,0.0,1239,0,2025-09-12
TORNTPHARM.NS,2025-09-12,2025-09-12,3566.2,0.556,True,isotonic,0.45,True,HOLD,3501.38,3663.42,64.816,46.188,197074,Healthcare,Drug Manufacturers - Specialty & Generic,1.5,False,False,False,True,0.0182,True,True,,,0.0,0.0,0.0,1226,0,2025-09-12
CANFINHOME.NS,2025-09-12,2025-09-12,746.35,0.421,True,isotonic,0.46,False,SELL,763.65,720.4,17.298,47.204,166111,Financial Services,Mortgage Finance,1.5,False,False,False,True,0.0232,True,True,,,0.0,0.0,0.0,1226,0,2025-09-12
BAJFINANCE.NS,2025-09-12,2025-09-12,1003.25,0.0,True,isotonic,0.55,True,HOLD,,,19.514,78.538,7275473,Financial Services,Credit Services,,True,True,False,True,0.0195,True,True,,,0.59,-10.14,21.33,1239,37,2025-09-12
ALKEM.NS,2025-09-12,2025-09-12,5448.0,0.533,True,isotonic,0.47,True,HOLD,5355.72,5586.42,92.279,67.145,132972,Healthcare,Drug Manufacturers - Specialty & Generic,1.5,False,False,False,True,0.0169,True,True,,,0.0,0.0,0.0,1226,0,2025-09-12
CROMPTON.NS,2025-09-12,2025-09-12,314.45,0.411,True,isotonic,0.54,False,SELL,321.33,304.13,6.877,35.496,1957400,Consumer Cyclical,"Furnishings, Fixtures & Appliances",1.5,False,False,False,False,0.0219,True,True,,,0.0,0.0,0.0,1226,0,2025-09-12
INDUSTOWER.NS,2025-09-12,2025-09-12,361.85,0.52,True,isotonic,0.58,False,HOLD,,,9.734,59.901,11135774,Communication Services,Telecom Services,,True,False,False,False,0.0269,True,True,,,0.0,0.0,0.0,1226,0,2025-09-12
ARVIND.NS,2025-09-12,2025-09-12,326.8,0.289,True,isotonic,0.68,False,SELL,337.4,310.9,10.597,63.61,346819,Consumer Cyclical,Textile Manufacturing,1.5,False,True,False,False,0.0324,True,True,,,0.0,0.0,0.0,1226,0,2025-09-12
MARICO.NS,2025-09-12,2025-09-12,734.55,0.624,True,isotonic,0.52,True,BUY,721.63,753.92,12.915,55.439,1813720,Consumer Defensive,Household & Personal Products,1.5,False,False,True,True,0.0176,True,True,MIS,low confidence,0.0,0.0,0.0,1226,0,2025-09-12
FEDERALBNK.NS,2025-09-12,2025-09-12,194.36,0.546,True,isotonic,0.46,False,HOLD,,,3.184,46.175,5308248,Financial Services,Banks - Regional,,False,False,False,False,0.0164,True,True,,,0.0,0.0,0.0,1226,0,2025-09-12
BPCL.NS,2025-09-12,2025-09-12,318.0,0.0,True,isotonic,0.55,False,SELL,324.62,308.07,6.619,49.914,5039748,Energy,Oil & Gas Refining & Marketing,1.5,False,False,False,True,0.0208,True,True,,,1.3,-19.31,24.42,1239,43,2025-09-12
IDFCFIRSTB.NS,2025-09-12,2025-09-12,72.04,0.495,True,isotonic,0.68,True,HOLD,,,1.297,55.683,17580717,Financial Services,Banks - Regional,,False,False,False,True,0.018,True,True,,,0.0,0.0,0.0,1226,0,2025-09-12
OFSS.NS,2025-09-12,2025-09-12,8979.0,0.517,True,isotonic,0.7,False,HOLD,,,282.24,59.678,248247,Technology,Software - Infrastructure,,False,True,False,False,0.0314,True,True,,,0.0,0.0,0.0,1226,0,2025-09-12
WIPRO.NS,2025-09-12,2025-09-12,251.94,0.528,True,isotonic,0.55,False,HOLD,,,4.996,52.986,7929294,Technology,Information Technology Services,,False,False,False,False,0.0198,True,True,,,0.0,0.0,0.0,1239,0,2025-09-12
AIAENG.NS,2025-09-12,2025-09-12,3087.9,0.571,True,isotonic,0.7,False,HOLD,,,63.079,48.486,56663,Industrials,Specialty Industrial Machinery,,False,True,False,False,0.0204,True,True,,,0.0,0.0,0.0,1226,0,2025-09-12
MRF.NS,2025-09-12,2025-09-12,146570.0,0.54,True,isotonic,0.5,True,BUY,143008.55,151912.18,3561.452,50.505,8753,Consumer Cyclical,Auto Parts,1.5,False,False,True,True,0.0243,True,True,MIS,low confidence,0.0,0.0,0.0,1226,0,2025-09-12
HDFCBANK.NS,2025-09-12,2025-09-12,967.3,0.628,True,isotonic,0.55,False,HOLD,,,11.899,44.886,15074083,Financial Services,Banks - Regional,,False,False,False,True,0.0123,True,True,,,0.0,0.0,0.0,1239,0,2025-09-12
LODHA.NS,2025-09-12,2025-09-12,1168.3,0.56,True,isotonic,0.59,False,HOLD,,,30.89,34.961,1042602,Real Estate,Real Estate - Development,,False,True,False,False,0.0264,True,True,,,0.0,0.0,0.0,1079,0,2025-09-12
INDUSINDBK.NS,2025-09-12,2025-09-12,740.5,0.478,True,isotonic,0.55,False,HOLD,,,15.099,37.105,2126542,Financial Services,Banks - Regional,,False,False,False,False,0.0204,True,True,,,0.0,0.0,0.0,1239,0,2025-09-12
CUMMINSIND.NS,2025-09-12,2025-09-12,4030.4,0.696,True,isotonic,0.45,True,HOLD,3955.22,4143.16,75.177,72.852,454343,Industrials,Specialty Industrial Machinery,1.5,False,False,False,True,0.0187,True,True,,,0.0,0.0,0.0,1226,0,2025-09-12
HDFCLIFE.NS,2025-09-12,2025-09-12,779.65,0.5,True,isotonic,0.55,True,HOLD,,,15.673,54.579,2708799,Financial Services,Insurance - Life,,False,False,True,True,0.0201,True,True,,,0.0,0.0,0.0,1239,0,2025-09-12
BAJAJ-AUTO.NS,2025-09-12,2025-09-12,8999.5,0.582,True,isotonic,0.55,True,BUY,8801.03,9297.21,198.471,56.315,516897,Consumer Cyclical,Auto Manufacturers,1.5,False,False,True,True,0.0221,True,True,MIS,low confidence,0.0,0.0,0.0,1239,0,2025-09-12
PIIND.NS,2025-09-12,2025-09-12,3701.0,0.579,True,isotonic,0.65,False,HOLD,,,81.294,39.598,143229,Basic Materials,Agricultural Inputs,,False,False,False,False,0.022,True,True,,,0.0,0.0,0.0,1226,0,2025-09-12
ASIANPAINT.NS,2025-09-12,2025-09-12,2546.3,0.526,True,isotonic,0.55,True,HOLD,,,40.177,55.837,1175652,Basic Materials,Specialty Chemicals,,False,False,True,True,0.0158,True,True,,,0.0,0.0,0.0,1239,0,2025-09-12
BAJAJFINSV.NS,2025-09-12,2025-09-12,2081.5,0.4,True,isotonic,0.55,True,HOLD,,,32.188,71.784,1094657,Financial Services,Financial Conglomerates,,True,True,False,True,0.0155,True,True,,,0.0,0.0,0.0,1239,0,2025-09-12
POLYCAB.NS,2025-09-12,2025-09-12,7254.5,0.0,True,isotonic,0.49,True,HOLD,,,122.899,61.831,191354,Industrials,Electrical Equipment & Parts,,False,False,False,True,0.0169,True,True,,,0.0,0.0,0.0,1226,0,2025-09-12
EICHERMOT.NS,2025-09-12,2025-09-12,6875.0,0.477,True,isotonic,0.55,True,HOLD,,,136.847,81.907,739983,Consumer Cyclical,Auto Manufacturers,,False,False,False,True,0.0199,True,True,,,0.0,0.0,0.0,1239,0,2025-09-12
NMDC.NS,2025-09-12,2025-09-12,76.47,0.605,True,isotonic,0.69,True,HOLD,,,1.525,69.05,19945334,Basic Materials,Steel,,False,True,False,True,0.0199,True,True,,,0.0,0.0,0.0,1226,0,2025-09-12
SUNPHARMA.NS,2025-09-12,2025-09-12,1616.6,0.739,True,isotonic,0.55,False,HOLD,,,26.567,51.423,2676338,Healthcare,Drug Manufacturers - Specialty & Generic,,False,False,False,False,0.0164,True,True,,,0.0,0.0,0.0,1239,0,2025-09-12
NEWGEN.NS,2025-09-12,2025-09-12,887.5,0.413,True,isotonic,0.51,False,SELL,915.59,845.36,28.09,46.085,843746,Technology,Software - Infrastructure,1.5,False,False,False,False,0.0317,True,True,,,0.0,0.0,0.0,1226,0,2025-09-12
BHARATFORG.NS,2025-09-12,2025-09-12,1223.0,0.449,True,isotonic,0.6,False,HOLD,,,32.521,62.342,1117826,Consumer Cyclical,Auto Parts,,False,False,False,False,0.0266,True,True,,,0.0,0.0,0.0,1226,0,2025-09-12
CONCOR.NS,2025-09-12,2025-09-12,550.05,0.688,True,isotonic,0.63,False,HOLD,,,10.324,49.362,858022,Industrials,Railroads,,False,True,False,False,0.0188,True,True,,,0.0,0.0,0.0,1226,0,2025-09-12
ADANIENT.NS,2025-09-12,2025-09-12,2392.0,0.514,True,isotonic,0.55,False,HOLD,,,49.177,58.028,665859,Energy,Thermal Coal,,False,False,False,False,0.0206,True,True,,,9.32,-12.75,28.03,1239,66,2025-09-12
TCS.NS,2025-09-12,2025-09-12,3133.4,0.403,True,isotonic,0.55,False,SELL,3179.83,3063.76,46.43,54.756,2507620,Technology,Information Technology Services,1.5,False,False,False,False,0.0148,True,True,,,-2.56,-19.11,20.93,1239,43,2025-09-12
BALKRISIND.NS,2025-09-12,2025-09-12,2388.7,0.576,True,isotonic,0.55,False,HOLD,,,63.431,48.516,210269,Consumer Cyclical,Auto Parts,,False,False,False,False,0.0266,True,True,,,0.0,0.0,0.0,1226,0,2025-09-12
METROPOLIS.NS,2025-09-12,2025-09-12,2063.0,0.505,True,isotonic,0.65,True,HOLD,,,72.632,42.875,44693,Healthcare,Diagnostics & Research,,False,True,False,True,0.0352,True,True,,,0.0,0.0,0.0,1226,0,2025-09-12
PHOENIXLTD.NS,2025-09-12,2025-09-12,1560.1,0.238,True,isotonic,0.46,True,HOLD,,,39.292,56.627,807643,Real Estate,Real Estate - Diversified,,False,False,False,False,0.0252,True,True,,,0.0,0.0,0.0,1226,0,2025-09-12
TATACONSUM.NS,2025-09-12,2025-09-12,1103.9,0.522,True,isotonic,0.55,True,HOLD,,,20.766,58.804,949846,Consumer Defensive,Packaged Foods,,False,False,False,True,0.0188,True,True,,,0.0,0.0,0.0,1239,0,2025-09-12
HINDALCO.NS,2025-09-12,2025-09-12,758.05,0.531,True,isotonic,0.55,True,HOLD,,,12.771,71.861,4532674,Basic Materials,Aluminum,,True,False,False,True,0.0168,True,True,,,-2.34,-21.37,22.95,1239,61,2025-09-12
JSWSTEEL.NS,2025-09-12,2025-09-12,1099.0,0.559,True,isotonic,0.55,True,HOLD,1080.11,1127.33,18.887,64.863,1518205,Basic Materials,Steel,1.5,False,False,False,True,0.0172,True,True,,,-0.89,-11.14,21.74,1239,46,2025-09-12
DRREDDY.NS,2025-09-12,2025-09-12,1316.7,0.493,True,isotonic,0.55,True,HOLD,,,24.4,63.544,1354534,Healthcare,Drug Manufacturers - Specialty & Generic,,True,False,False,True,0.0185,True,True,,,0.0,0.0,0.0,1239,0,2025-09-12
TATAMOTORS.NS,2025-09-12,2025-09-12,715.25,0.521,True,isotonic,0.55,True,HOLD,,,14.39,61.776,9299363,Consumer Cyclical,Auto Manufacturers,,False,False,False,False,0.0201,True,True,,,4.67,-10.65,31.25,1239,48,2025-09-12
TATAPOWER.NS,2025-09-12,2025-09-12,386.25,0.5,True,isotonic,0.46,False,SELL,392.32,377.15,6.065,50.238,3407158,Utilities,Utilities - Independent Power Producers,1.5,False,False,False,False,0.0157,True,True,,,0.0,0.0,0.0,1226,0,2025-09-12
PGEL.NS,2025-09-12,2025-09-12,569.9,0.568,True,isotonic,0.7,False,HOLD,,,26.747,43.536,6283229,Technology,Electronic Components,,False,False,False,False,0.0469,True,True,,,0.0,0.0,0.0,1226,0,2025-09-12
GUJGASLTD.NS,2025-09-12,2025-09-12,431.05,0.0,True,isotonic,0.45,False,SELL,441.98,414.65,10.935,46.501,269028,Utilities,Utilities - Regulated Gas,1.5,False,False,False,False,0.0254,True,True,,,0.0,0.0,0.0,1226,0,2025-09-12
PETRONET.NS,2025-09-12,2025-09-12,277.95,0.359,True,isotonic,0.45,False,SELL,283.15,270.15,5.198,49.681,1598978,Energy,Oil & Gas Refining & Marketing,1.5,False,True,False,False,0.0187,True,True,,,0.0,0.0,0.0,1226,0,2025-09-12
GODREJPROP.NS,2025-09-12,2025-09-12,1998.9,0.275,True,isotonic,0.63,False,SELL,2045.66,1928.76,46.762,46.06,611222,Real Estate,Real Estate - Development,1.5,False,False,False,False,0.0234,True,True,,,0.0,0.0,0.0,1226,0,2025-09-12
OBEROIRLTY.NS,2025-09-12,2025-09-12,1601.9,0.667,True,isotonic,0.7,False,HOLD,,,34.678,37.441,404581,Real Estate,Real Estate - Development,,False,True,False,False,0.0216,True,True,,,0.0,0.0,0.0,1226,0,2025-09-12
DIXON.NS,2025-09-12,2025-09-12,18103.0,0.5,True,isotonic,0.69,True,HOLD,,,322.769,71.648,235755,Technology,Consumer Electronics,,False,False,False,True,0.0178,True,True,,,0.0,0.0,0.0,1226,0,2025-09-12
ADANIPORTS.NS,2025-09-12,2025-09-12,1393.1,0.387,True,isotonic,0.55,False,SELL,1419.66,1353.27,26.555,61.578,2170783,Industrials,Marine Shipping,1.5,False,False,False,True,0.0191,True,True,,,0.0,0.0,0.0,1239,0,2025-09-12
TECHM.NS,2025-09-12,2025-09-12,1525.5,0.397,True,isotonic,0.55,False,SELL,1554.59,1481.87,29.089,54.596,1383426,Technology,Information Technology Services,1.5,False,False,False,False,0.0191,True,True,,,-0.63,-6.54,23.91,1239,23,2025-09-12
BHARTIARTL.NS,2025-09-12,2025-09-12,1902.6,0.543,True,isotonic,0.55,False,HOLD,,,27.456,50.514,4137446,Communication Services,Telecom Services,,False,False,False,True,0.0144,True,True,,,-2.09,-19.0,20.55,1239,73,2025-09-12
SUZLON.NS,2025-09-12,2025-09-12,57.11,0.575,True,isotonic,0.7,False,HOLD,,,1.389,39.272,55691184,Industrials,Specialty Industrial Machinery,,False,False,False,False,0.0243,True,True,,,0.0,0.0,0.0,1226,0,2025-09-12
TATASTEEL.NS,2025-09-12,2025-09-12,169.78,0.333,True,isotonic,0.55,True,HOLD,,,3.105,66.53,23316439,Basic Materials,Steel,,False,False,False,True,0.0183,True,True,,,0.0,0.0,0.0,1239,0,2025-09-12
MARUTI.NS,2025-09-12,2025-09-12,15325.0,0.0,True,isotonic,0.55,True,HOLD,,,271.7,74.281,633434,Consumer Cyclical,Auto Manufacturers,,False,False,False,True,0.0177,True,True,,,1.31,-7.39,30.19,1239,53,2025-09-12
NYKAA.NS,2025-09-12,2025-09-12,239.17,0.357,True,isotonic,0.56,True,HOLD,,,6.156,62.28,6899850,Consumer Cyclical,Internet Retail,,False,False,False,True,0.0257,True,True,,,0.0,0.0,0.0,939,0,2025-09-12
PRESTIGE.NS,2025-09-12,2025-09-12,1549.7,0.52,True,isotonic,0.66,False,HOLD,,,41.612,42.002,584230,Real Estate,Real Estate - Diversified,,False,False,False,True,0.0269,True,True,,,0.0,0.0,0.0,1226,0,2025-09-12
IDEA.NS,2025-09-12,2025-09-12,7.66,0.301,True,isotonic,0.7,True,HOLD,,,0.307,66.084,497191222,Communication Services,Telecom Services,,True,False,False,False,0.04,True,True,,,0.0,0.0,0.0,1226,0,2025-09-12
SRF.NS,2025-09-12,2025-09-12,2971.7,0.439,True,isotonic,0.5,False,SELL,3033.08,2879.64,61.376,54.239,375907,Industrials,Conglomerates,1.5,False,False,False,False,0.0207,True,True,,,0.0,0.0,0.0,1226,0,2025-09-12
HDFCAMC.NS,2025-09-12,2025-09-12,5798.5,0.526,True,isotonic,0.45,True,HOLD,5681.1,5974.59,117.396,59.726,359780,Financial Services,Asset Management,1.5,False,False,False,True,0.0202,True,True,,,0.0,0.0,0.0,1226,0,2025-09-12
DIVISLAB.NS,2025-09-12,2025-09-12,6026.5,0.511,True,isotonic,0.55,False,HOLD,,,117.082,40.169,368000,Healthcare,Drug Manufacturers - Specialty & Generic,,False,True,False,False,0.0194,True,True,,,0.0,0.0,0.0,1239,0,2025-09-12
LT.NS,2025-09-12,2025-09-12,3579.8,0.371,True,isotonic,0.55,False,SELL,3630.93,3503.11,51.126,50.544,1269147,Industrials,Engineering & Construction,1.5,False,False,False,True,0.0143,True,True,,,2.55,-13.28,22.39,1239,67,2025-09-12
NTPC.NS,2025-09-12,2025-09-12,331.7,0.435,True,isotonic,0.55,False,SELL,336.9,323.9,5.203,48.876,8372112,Utilities,Utilities - Regulated Electric,1.5,False,False,False,False,0.0157,True,True,,,9.4,-15.42,25.0,1239,74,2025-09-12
HEROMOTOCO.NS,2025-09-12,2025-09-12,5301.5,0.628,True,isotonic,0.55,True,HOLD,5180.77,5482.6,120.734,66.276,1009313,Consumer Cyclical,Auto Manufacturers,1.5,False,False,False,True,0.0228,True,True,,,0.0,0.0,0.0,1239,0,2025-09-12
