Date,Open,High,Low,Close,AdjClose,Volume
2020-09-14,355.70001220703125,357.5050048828125,342.0,344.07000732421875,337.49688720703125,45315090
2020-09-15,347.5,352.4200134277344,345.5,351.3399963378906,344.62799072265625,38936370
2020-09-16,351.7950134277344,356.739990234375,348.1650085449219,352.1499938964844,345.42254638671875,39077180
2020-09-17,348.8800048828125,351.70001220703125,345.6199951171875,347.19500732421875,340.5622253417969,27811560
2020-09-18,349.1400146484375,350.3800048828125,342.8999938964844,347.4800109863281,340.8417663574219,37690870
2020-09-21,346.2799987792969,346.70001220703125,331.42498779296875,333.0150146484375,326.65313720703125,36274190
2020-09-22,332.8999938964844,335.3800048828125,321.7049865722656,330.29998779296875,323.98992919921875,42249680
2020-09-23,333.0,334.3999938964844,320.0199890136719,324.385009765625,318.1879577636719,42443280
2020-09-24,319.1000061035156,319.4750061035156,300.69000244140625,302.8900146484375,297.1036071777344,59637770
2020-09-25,308.0,316.7149963378906,302.8800048828125,313.8949890136719,307.89837646484375,62325930
2020-09-28,317.79998779296875,335.0,316.2749938964844,333.5150146484375,327.1435241699219,55886950
2020-09-29,335.79998779296875,337.20001220703125,325.45001220703125,329.4750061035156,323.1806945800781,46434460
2020-09-30,329.3900146484375,334.385009765625,326.0,327.8599853515625,321.5965576171875,36035360
2020-10-01,332.5,346.0,331.5050048828125,344.2799987792969,337.7028503417969,53821060
2020-10-05,346.5,351.8999938964844,337.0249938964844,338.2900085449219,331.82733154296875,42071900
2020-10-06,343.989990234375,348.0,339.1199951171875,347.42999267578125,340.792724609375,47587570
2020-10-07,340.0,340.0,328.5299987792969,333.114990234375,326.75115966796875,65710800
2020-10-08,335.3999938964844,338.79998779296875,330.20001220703125,332.6449890136719,326.2901306152344,44618100
2020-10-09,332.489990234375,341.8450012207031,330.5,331.7900085449219,325.4515075683594,56840990
2020-10-12,335.0,337.94000244140625,330.5,332.7200012207031,326.3637390136719,32046520
2020-10-13,331.9949951171875,334.0,324.364990234375,327.260009765625,321.0080871582031,37776570
2020-10-14,326.79998779296875,338.2349853515625,323.2699890136719,337.2049865722656,330.76300048828125,53044470
2020-10-15,336.82000732421875,337.0,320.1000061035156,321.4750061035156,315.3335266113281,52680190
2020-10-16,323.635009765625,326.94500732421875,317.010009765625,323.135009765625,316.9618225097656,50762360
2020-10-19,325.510009765625,329.4700012207031,319.6600036621094,326.7200012207031,320.47833251953125,42066370
2020-10-20,325.5,328.95001220703125,322.67999267578125,326.2149963378906,319.98297119140625,32520900
2020-10-21,327.0,329.5,310.135009765625,323.2850036621094,317.1089782714844,75364600
2020-10-22,316.0,334.5,315.0,331.44500732421875,325.1130676269531,70857690
2020-10-23,333.1400146484375,335.67999267578125,330.29998779296875,331.69000244140625,325.3533935546875,32047770
2020-10-26,333.0,333.0,323.6650085449219,329.3900146484375,323.0973815917969,35462450
2020-10-27,332.6000061035156,346.5,327.79998779296875,345.32501220703125,338.7279357910156,60209460
2020-10-28,344.8949890136719,348.989990234375,334.7900085449219,337.0799865722656,330.640380859375,46491050
2020-10-29,336.7799987792969,343.20001220703125,333.375,338.0050048828125,331.5477600097656,37803490
2020-10-30,336.4949951171875,339.1000061035156,325.2850036621094,330.8999938964844,324.5784606933594,42876230
2020-11-02,332.55499267578125,344.739990234375,327.4649963378906,341.9800109863281,335.44683837890625,42885510
2020-11-03,343.0,352.0,341.5849914550781,349.0799865722656,342.4111328125,44460450
2020-11-04,346.8999938964844,356.9949951171875,346.20001220703125,356.1449890136719,349.3412170410156,43711430
2020-11-05,361.0,375.0,358.7650146484375,373.69000244140625,366.551025390625,63321410
2020-11-06,373.4100036621094,382.7300109863281,370.4100036621094,378.07501220703125,370.8522644042969,57440500
2020-11-09,381.0,387.8699951171875,378.6050109863281,386.5,379.1163024902344,41498980
2020-11-10,389.8949890136719,424.3949890136719,388.2799987792969,420.8550109863281,412.8150329589844,114214480
2020-11-11,421.1000061035156,442.9549865722656,413.3949890136719,426.8800048828125,418.72491455078125,138966540
2020-11-12,426.0,432.5,420.0050048828125,429.8299865722656,421.6184997558594,55900380
2020-11-13,426.0,441.0,425.0,437.6050109863281,429.2450256347656,60884590
2020-11-14,440.0,443.5,434.0,437.4800109863281,429.1224060058594,7894790
2020-11-17,439.8699951171875,450.3949890136719,434.5,448.79998779296875,440.2261047363281,58515230
2020-11-18,447.5,467.79998779296875,446.3999938964844,465.375,456.4844665527344,75130190
2020-11-19,462.8900146484375,478.5,451.2550048828125,453.6549987792969,444.9884033203125,83510050
2020-11-20,457.19500732421875,476.2149963378906,451.5249938964844,471.5849914550781,462.5758361816406,87364100
2020-11-23,476.8999938964844,486.92999267578125,473.3550109863281,481.1449890136719,471.95318603515625,73250390
2020-11-24,483.5,486.20001220703125,477.0,481.06500244140625,471.874755859375,42973850
2020-11-25,482.20001220703125,482.5,467.5,468.9750061035156,460.0157165527344,47633210
2020-11-26,465.5,485.3999938964844,464.0,482.125,472.9145202636719,62732080
2020-11-27,485.8999938964844,496.0,478.5150146484375,490.8800048828125,481.5022888183594,123647070
2020-12-01,495.1199951171875,495.239990234375,482.5249938964844,486.1099853515625,476.8233642578125,40174270
2020-12-02,486.3999938964844,488.3999938964844,478.5,482.3900146484375,473.1744384765625,36549700
2020-12-03,486.5,489.0,481.70001220703125,486.7449951171875,477.44622802734375,28768440
2020-12-04,487.0,495.79998779296875,481.5,487.5350036621094,478.2211608886719,36793780
2020-12-07,487.0,492.4949951171875,481.5,482.94500732421875,473.7188415527344,31151240
2020-12-08,485.0,486.5,477.5,479.2149963378906,470.0600891113281,29710760
2020-12-09,482.0,485.2850036621094,479.1199951171875,484.4150085449219,475.1607360839844,19659920
2020-12-10,485.0,486.0,478.5,479.4800109863281,470.3200378417969,19259630
2020-12-11,480.5,488.8999938964844,480.5,484.385009765625,475.13134765625,26700190
2020-12-14,485.75,491.4700012207031,484.79998779296875,489.864990234375,480.506591796875,17863480
2020-12-15,488.9949951171875,515.0,486.885009765625,512.25,502.4639892578125,59367960
2020-12-16,519.9000244140625,522.5,512.0,514.6599731445312,504.8279113769531,32691840
2020-12-17,513.9849853515625,530.3150024414062,510.1600036621094,528.6699829101562,518.5703125,37331520
2020-12-18,525.0,528.4949951171875,516.5,525.25,515.2156372070312,32550430
2020-12-21,522.7999877929688,523.469970703125,490.5199890136719,504.18499755859375,494.5531005859375,35515700
2020-12-22,507.0,512.5,482.635009765625,501.1400146484375,491.5662536621094,54735210
2020-12-23,500.0,516.5999755859375,497.0350036621094,508.8900146484375,499.168212890625,34314570
2020-12-24,513.89501953125,521.89501953125,510.6000061035156,518.489990234375,508.5847473144531,26255590
2020-12-28,518.489990234375,524.47998046875,517.5,520.4099731445312,510.4681396484375,19326060
2020-12-29,522.5,524.7000122070312,516.75,520.0499877929688,510.1150207519531,19695290
2020-12-30,520.0499877929688,534.7999877929688,517.4000244140625,533.4149780273438,523.224609375,38647000
2020-12-31,533.5,537.25,527.2000122070312,529.52001953125,519.4041748046875,28692120
2021-01-01,531.02001953125,533.7999877929688,525.0,528.0150146484375,517.9277954101562,14471870
2021-01-04,532.4000244140625,532.4000244140625,519.6199951171875,521.6199951171875,511.65496826171875,23336590
2021-01-05,521.7999877929688,522.4199829101562,506.25,511.8999938964844,502.1206359863281,39534000
2021-01-06,513.0,516.8350219726562,499.0299987792969,503.0299987792969,493.4201354980469,36079230
2021-01-07,506.5,513.155029296875,502.1300048828125,508.1000061035156,498.393310546875,30357500
2021-01-08,513.0,513.875,504.20001220703125,508.20001220703125,498.4913635253906,29984510
2021-01-11,510.79998779296875,511.0950012207031,495.82501220703125,498.42498779296875,488.903076171875,29241640
2021-01-12,498.42498779296875,509.8999938964844,495.1000061035156,504.2200012207031,494.58740234375,33359080
2021-01-13,506.6000061035156,507.3999938964844,482.625,490.2900085449219,480.92352294921875,32693730
2021-01-14,490.2900085449219,496.67999267578125,483.3999938964844,487.7349853515625,478.41729736328125,26808110
2021-01-15,487.70001220703125,492.70001220703125,484.239990234375,488.3599853515625,479.0303649902344,25449160
2021-01-18,487.0,488.0,468.6000061035156,471.9849853515625,462.9681701660156,37034130
2021-01-19,476.510009765625,499.4949951171875,475.20001220703125,495.9150085449219,486.4410400390625,47674650
2021-01-20,496.79998779296875,503.260009765625,490.1000061035156,498.19500732421875,488.677490234375,33147070
2021-01-21,499.29998779296875,522.5,499.0,511.8299865722656,502.0519714355469,70618090
2021-01-22,513.5,513.7000122070312,494.55999755859375,497.2550048828125,487.7554931640625,30847960
2021-01-25,504.8999938964844,516.2999877929688,489.0,490.8699951171875,481.492431640625,36730600
2021-01-27,492.1300048828125,494.55999755859375,481.1000061035156,484.5,475.2441101074219,28004930
2021-01-28,477.9549865722656,490.8999938964844,472.30999755859375,481.0249938964844,471.8355407714844,34773290
2021-01-29,488.6700134277344,495.0,470.7099914550781,473.4549865722656,464.41009521484375,42607950
2021-02-01,477.5,508.0,466.6499938964844,505.8599853515625,496.1960754394531,42907450
2021-02-02,510.0,533.7949829101562,509.489990234375,517.3200073242188,507.4371337890625,43479930
2021-02-03,521.8599853515625,527.0,514.0,524.510009765625,514.4898071289062,26507830
2021-02-04,521.4000244140625,554.2999877929688,520.60498046875,550.4849853515625,539.968505859375,53258880
2021-02-05,552.5999755859375,562.7000122070312,547.0,553.85498046875,543.274169921875,44379870
2021-02-08,554.2000122070312,566.5,547.530029296875,549.77001953125,539.2672119140625,28008090
2021-02-09,553.75,553.9000244140625,538.260009765625,540.030029296875,529.7133178710938,22639040
2021-02-10,543.469970703125,550.2349853515625,539.5,547.5900268554688,537.1289672851562,26380120
2021-02-11,547.0,558.7999877929688,545.5750122070312,556.7050170898438,546.0697631835938,20289470
2021-02-12,557.0,561.7999877929688,553.2050170898438,557.7449951171875,547.08984375,16252680
2021-02-15,560.5349731445312,579.9000244140625,560.0,577.9849853515625,566.9431762695312,31688260
2021-02-16,579.1400146484375,582.219970703125,569.030029296875,576.0250244140625,565.0206298828125,21268100
2021-02-17,573.0,579.9000244140625,567.0,570.5150146484375,559.6159057617188,23463950
2021-02-18,569.9000244140625,571.4749755859375,552.219970703125,556.3350219726562,545.7068481445312,23175130
2021-02-19,556.0,562.1950073242188,542.5,549.7949829101562,539.2916870117188,27444560
2021-02-22,548.0,553.8699951171875,533.4749755859375,537.6849975585938,527.4130859375,20005630
2021-02-23,542.0,550.4650268554688,535.0,538.3699951171875,528.0850219726562,21902450
2021-02-24,544.4000244140625,557.8900146484375,538.2999877929688,556.2899780273438,545.6626586914062,19087950
2021-02-25,560.0999755859375,561.9949951171875,551.135009765625,552.9949951171875,542.4306030273438,15845950
2021-02-26,543.0,545.4000244140625,522.0999755859375,526.489990234375,516.4319458007812,37133260
2021-03-01,531.5,536.989990234375,519.5,526.6799926757812,516.6182861328125,20318810
2021-03-02,530.0,541.0,526.2050170898438,531.6300048828125,521.4737548828125,22086340
2021-03-03,536.4149780273438,557.3350219726562,534.010009765625,554.2899780273438,543.7008056640625,22524130
2021-03-04,543.0,556.7150268554688,540.0999755859375,548.5900268554688,538.1097412109375,22346980
2021-03-05,544.0,551.9749755859375,540.2100219726562,544.489990234375,534.0880737304688,20757600
2021-03-08,546.9000244140625,549.39501953125,531.0999755859375,532.0650024414062,521.9004516601562,17210420
2021-03-09,537.0999755859375,544.5,533.5,541.5050048828125,531.1600952148438,18114960
2021-03-10,544.0,556.0999755859375,544.0,554.5050048828125,543.9118041992188,21912500
2021-03-12,560.0,567.0,552.0999755859375,555.7849731445312,545.167236328125,25080130
2021-03-15,557.10498046875,558.5650024414062,535.0549926757812,543.905029296875,533.5142822265625,20870080
2021-03-16,548.844970703125,550.7000122070312,542.0,545.594970703125,535.171875,15613050
2021-03-17,546.0,546.0399780273438,534.4450073242188,535.97998046875,525.74072265625,11347580
2021-03-18,542.2999877929688,554.5,530.5,537.1849975585938,526.9226684570312,23390580
2021-03-19,531.5999755859375,547.9000244140625,519.0050048828125,545.3250122070312,534.9070434570312,32203100
2021-03-22,544.6500244140625,549.7000122070312,533.7000122070312,538.9349975585938,528.6392211914062,19384610
2021-03-23,541.0,544.5,535.0,537.8800048828125,527.6044311523438,18490380
2021-03-24,537.4000244140625,537.4000244140625,526.0,527.030029296875,516.961669921875,17376430
2021-03-25,528.0,530.0,510.31500244140625,512.219970703125,502.4345703125,23432710
2021-03-26,517.0,524.7999877929688,513.5,518.3049926757812,508.4033203125,23474600
2021-03-30,523.4849853515625,526.0,515.0,519.35498046875,509.4332275390625,18452800
2021-03-31,518.5,521.8800048828125,512.2949829101562,514.9849853515625,505.1467590332031,18459750
2021-04-01,521.0,528.8499755859375,516.1950073242188,527.2150268554688,517.14306640625,21482340
2021-04-05,525.9000244140625,525.9000244140625,492.05999755859375,496.25,486.7696228027344,37396800
2021-04-06,505.0,505.94500732421875,495.260009765625,499.30999755859375,489.7712097167969,20709060
2021-04-07,498.0,510.8999938964844,494.0,507.7099914550781,498.01068115234375,24027820
2021-04-08,510.0,511.5,501.5,502.95001220703125,493.3416748046875,14078790
2021-04-09,500.0,501.0,484.5,487.2300109863281,477.9219970703125,29026460
2021-04-12,474.0,474.0,440.0,451.1000061035156,442.48223876953125,45000460
2021-04-13,453.510009765625,477.489990234375,451.4049987792969,472.875,463.8412170410156,31750190
2021-04-15,470.80999755859375,475.0,456.6099853515625,466.0299987792969,457.1269836425781,28971850
2021-04-16,466.1000061035156,469.0,459.0,461.6600036621094,452.8404541015625,21426480
2021-04-19,445.0,450.3999938964844,436.20001220703125,447.9599914550781,439.40216064453125,34265070
2021-04-20,456.29998779296875,469.8999938964844,455.5199890136719,461.364990234375,452.5510559082031,33945970
2021-04-22,455.0,471.3999938964844,450.57501220703125,468.8699951171875,459.9127197265625,25635390
2021-04-23,462.1099853515625,475.9800109863281,461.04998779296875,466.7799987792969,457.8626403808594,27295250
2021-04-26,469.0,482.8999938964844,469.0,473.6549987792969,464.6062927246094,29039890
2021-04-27,474.70001220703125,488.9849853515625,474.6549987792969,486.5050048828125,477.2108459472656,26449970
2021-04-28,491.5,531.0,491.5,528.0900268554688,518.0013427734375,85764540
2021-04-29,535.0,552.5,533.0,548.4849853515625,538.0067138671875,72584860
2021-04-30,535.0,552.4650268554688,532.77001953125,545.1900024414062,534.7747192382812,41248880
2021-05-03,531.6300048828125,558.0,529.125,555.114990234375,544.5101318359375,40335910
2021-05-04,561.0,574.9949951171875,556.0,561.5750122070312,550.8467407226562,48383470
